clean_text,Sentiment,SentimentScore/Mixed,SentimentScore/Negative,SentimentScore/Neutral,SentimentScore/Positive,original_author
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,wesleyagustian
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,AinnMonster
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,sjnrdn
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,ochabchsn
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,Anssyfqh1
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,nqilahh
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,qurrAAtu
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,yiborahae_twt
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,_fmeera
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,cikguesther
hugobrown cesc_wafiq Neseruler SPCA_SG nparksbuzz 🙏🏽 I hope SPCA_SG rescue cat even way treat ca…,POSITIVE,0.000005501695795828709,0.0004157439398113638,0.4423748850822449,0.5572038292884827,aqielahs98_
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,MakcikHaram
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,dikily99
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,callmessoon
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,mbb_army
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,daehyungemuk
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,AkirMars
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,hdhyzr
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,AimanAzlan17
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,ainarzharii
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,ainanzrh_
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,aaassliem
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,jolynliauw
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,_aezm
